term.id,-,term.name,term.units,term.synonyms,term.definition,term.subClassOf.0.id,term.hsCode,term.wikipedia,term.agrovoc,term.defaultProperties.0.term.id,term.defaultProperties.0.value,term.defaultProperties.0.description,term.defaultProperties.1.term.id,term.defaultProperties.1.value,term.defaultProperties.1.description,term.defaultProperties.2.term.id,term.defaultProperties.2.value,term.defaultProperties.2.description,term.defaultProperties.2.min,term.defaultProperties.2.max,term.defaultProperties.3.term.id,term.defaultProperties.3.value,term.defaultProperties.3.sd,term.defaultProperties.3.description,term.defaultProperties.3.min,term.defaultProperties.3.max,term.ecoinventReferenceProductId,lookups.0.name,lookups.0.value,lookups.0.dataState,lookups.1.name,lookups.1.value,lookups.1.dataState,lookups.2.name,lookups.2.value,lookups.2.dataState,lookups.3.name,lookups.3.value,lookups.3.source,lookups.3.dataState,lookups.4.name,lookups.4.value,lookups.4.source,lookups.4.dataState,lookups.5.name,lookups.5.value,lookups.5.source,lookups.5.dataState,lookups.6.name,lookups.6.value,lookups.6.source,lookups.6.dataState,lookups.7.name,lookups.7.value,lookups.7.dataState,lookups.8.name,lookups.8.value,lookups.8.dataState,lookups.9.name,lookups.9.value,lookups.9.dataState,lookups.10.name,lookups.10.value,lookups.10.dataState,lookups.11.name,lookups.11.value,lookups.11.dataState,lookups.12.name,lookups.12.value,lookups.12.dataState,lookups.13.name,lookups.13.value,lookups.13.dataState,lookups.14.name,lookups.14.value,lookups.14.dataState,lookups.15.name,lookups.15.value,lookups.15.dataState,lookups.16.name,lookups.16.value,lookups.16.dataState
butane,butane,Butane,m3,-,-,-,-,https://en.wikipedia.org/wiki/Butane,http://aims.fao.org/aos/agrovoc/c_c058fac7 ,density,2.5,-,energyContentLowerHeatingValue,45.3,https://www.engineeringtoolbox.com/,energyContentHigherHeatingValue,49.1,https://www.engineeringtoolbox.com/,-,-,-,-,-,-,-,-,-,sicCode,,missing,cpcVersion2Code,,missing,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,1.07,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,1.07,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,1.07,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,naturalGas;otherBiogasesFromAnaerobicFermentation;ethane,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
liquefiedPetroleumGasesLpg,liquefied Petroleum Gases Lpg,Liquefied petroleum gases (LPG),kg,Liquid petroleum gas; LP gas; LPG; condensate,"A fuel gas made of petrol which contains a flammable mixture of hydrocarbon gases, most commonly propane, butane, and propylene.",-,"2711.12, 2711.13",https://en.wikipedia.org/wiki/Liquefied_petroleum_gas,-,density,552.5,-,energyContentLowerHeatingValue,45.5,https://www.engineeringtoolbox.com/,energyContentHigherHeatingValue,49.3,https://www.engineeringtoolbox.com/,-,-,-,-,-,-,-,-,-,sicCode,4630,complete,cpcVersion2Code,33410,complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,1.08,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,1.08,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,1.08,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
naphtha,naphtha,Naphtha,kg,-,-,-,2710.11,https://en.wikipedia.org/wiki/Naphtha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,sicCode,4640,complete,cpcVersion2Code,33330,complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,-,not required,oilEqIndividualistFossilResourceScarcityReCiPe2016,-,not required,oilEqEgalitarianFossilResourceScarcityReCiPe2016,-,not required,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,-,not required,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
aviationGasoline,aviation Gasoline,Aviation gasoline,kg,Avgas; aviation gas,-,-,2710.11,https://en.wikipedia.org/wiki/Avgas,-,density,750.5,-,energyContentLowerHeatingValue,43.9,Ecoinvent v2.0 2007,-,-,-,-,-,-,-,-,-,-,-,-,sicCode,4651,complete,cpcVersion2Code,33310,complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,-,not required,oilEqIndividualistFossilResourceScarcityReCiPe2016,-,not required,oilEqEgalitarianFossilResourceScarcityReCiPe2016,-,not required,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
petrol,petrol,Petrol,kg,Motor gasoline; Gasoline; Petroleum,-,-,2710.11,https://en.wikipedia.org/wiki/Gasoline,http://aims.fao.org/aos/agrovoc/c_5746 ,density,747.5,-,energyContentLowerHeatingValue,42.5,Ecoinvent v2.0 2007,energyContentHigherHeatingValue,45.1,Ecoinvent v2.0 2007,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/894c4486-e821-4d6c-b99f-7e3f63d4a083,sicCode,4652,complete,cpcVersion2Code,33310,complete,ecoinventMapping,"petrol, low-sulfur, market for petrol, low-sulfur: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,3.2,EMEP/EEA air pollutant emission inventory guidebook 2019. Online Emission Factors Database available here: https://www.eea.europa.eu/publications/emep-eea-guidebook-2019. Emission factors for Agriculture / forestry / fishery: off-road vehicles and other machineries (1.A.4.c.ii),complete,n2oToAirFuelCombustionEmepEea2019,0.00006,"EMEP/EEA air pollutant emission inventory guidebook 2019. Online Emission Factors Database available here: https://www.eea.europa.eu/publications/emep-eea-guidebook-2019. Emission factors for Agriculture / forestry / fishery: off-road vehicles and other machineries (1.A.4.c.ii). The value for petrol burnt in 4-stroke engine was used, as this engine is the most common one.",requires validation,noxToAirFuelCombustionEmepEea2019,0.00712,"EMEP/EEA air pollutant emission inventory guidebook 2019. Online Emission Factors Database available here: https://www.eea.europa.eu/publications/emep-eea-guidebook-2019. Emission factors for Agriculture / forestry / fishery: off-road vehicles and other machineries (1.A.4.c.ii). The value for petrol burnt in 4-stroke engine was used, as this engine is the most common one.",requires validation,so2ToAirFuelCombustionEmepEea2019,0.001,,requires validation,oilEqHierarchistFossilResourceScarcityReCiPe2016,0.98,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,1.01,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,1.01,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
petrolBurntIn2StrokeEngine,"petrol, Burnt In 2-Stroke Engine","Petrol, burnt in 2-stroke engine",kg,Motor gasoline; Gasoline; Petroleum,-,-,2710.11,https://en.wikipedia.org/wiki/Gasoline,-,density,747.5,-,energyContentLowerHeatingValue,42.5,Ecoinvent v2.0 2007,energyContentHigherHeatingValue,45.1,Ecoinvent v2.0 2007,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/894c4486-e821-4d6c-b99f-7e3f63d4a083,sicCode,4652,complete,cpcVersion2Code,33310,complete,ecoinventMapping,"petrol, low-sulfur, market for petrol, low-sulfur: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,3.2,EMEP/EEA air pollutant emission inventory guidebook 2019. Online Emission Factors Database available here: https://www.eea.europa.eu/publications/emep-eea-guidebook-2019. Emission factors for Agriculture / forestry / fishery: off-road vehicles and other machineries (1.A.4.c.ii),complete,n2oToAirFuelCombustionEmepEea2019,0.00002,EMEP/EEA air pollutant emission inventory guidebook 2019. Online Emission Factors Database available here: https://www.eea.europa.eu/publications/emep-eea-guidebook-2019. Emission factors for Agriculture / forestry / fishery: off-road vehicles and other machineries (1.A.4.c.ii),complete,noxToAirFuelCombustionEmepEea2019,0.00277,EMEP/EEA air pollutant emission inventory guidebook 2019. Online Emission Factors Database available here: https://www.eea.europa.eu/publications/emep-eea-guidebook-2019. Emission factors for Agriculture / forestry / fishery: off-road vehicles and other machineries (1.A.4.c.ii),complete,so2ToAirFuelCombustionEmepEea2019,0.001,,requires validation,oilEqHierarchistFossilResourceScarcityReCiPe2016,0.98,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,1.01,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,1.01,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
petrolBurntIn4StrokeEngine,"petrol, Burnt In 4-Stroke Engine","Petrol, burnt in 4-stroke engine",kg,Motor gasoline; Gasoline; Petroleum,-,-,2710.11,https://en.wikipedia.org/wiki/Gasoline,-,density,747.5,-,energyContentLowerHeatingValue,43.4,https://www.engineeringtoolbox.com/,energyContentHigherHeatingValue,46.4,https://www.engineeringtoolbox.com/,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/894c4486-e821-4d6c-b99f-7e3f63d4a083,sicCode,4652,complete,cpcVersion2Code,33310,complete,ecoinventMapping,"petrol, low-sulfur, market for petrol, low-sulfur: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,3.2,EMEP/EEA air pollutant emission inventory guidebook 2019. Online Emission Factors Database available here: https://www.eea.europa.eu/publications/emep-eea-guidebook-2019. Emission factors for Agriculture / forestry / fishery: off-road vehicles and other machineries (1.A.4.c.ii),complete,n2oToAirFuelCombustionEmepEea2019,0.00006,EMEP/EEA air pollutant emission inventory guidebook 2019. Online Emission Factors Database available here: https://www.eea.europa.eu/publications/emep-eea-guidebook-2019. Emission factors for Agriculture / forestry / fishery: off-road vehicles and other machineries (1.A.4.c.ii),complete,noxToAirFuelCombustionEmepEea2019,0.00712,EMEP/EEA air pollutant emission inventory guidebook 2019. Online Emission Factors Database available here: https://www.eea.europa.eu/publications/emep-eea-guidebook-2019. Emission factors for Agriculture / forestry / fishery: off-road vehicles and other machineries (1.A.4.c.ii),complete,so2ToAirFuelCombustionEmepEea2019,0.001,,requires validation,oilEqHierarchistFossilResourceScarcityReCiPe2016,1.01,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,1.01,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,1.01,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
gasolineTypeJetFuel,gasoline-Type Jet Fuel,Gasoline-type jet fuel,kg,-,-,-,2710.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,sicCode,4653,complete,cpcVersion2Code,33320,complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,-,not required,oilEqIndividualistFossilResourceScarcityReCiPe2016,-,not required,oilEqEgalitarianFossilResourceScarcityReCiPe2016,-,not required,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
keroseneTypeJetFuel,kerosene-Type Jet Fuel,Kerosene-type jet fuel,kg,-,-,-,2710.19,-,-,density,807.5,-,energyContentLowerHeatingValue,43,Ecoinvent v2.0 2007,energyContentHigherHeatingValue,45.6,Ecoinvent v2.0 2007,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/2966d161-5281-47d6-86d3-efbb0a4b2110,sicCode,4661,complete,cpcVersion2Code,33342,complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,1,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,1.01,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,1.01,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
otherKerosene,other Kerosene,Other kerosene,kg,Parrafin,-,-,2710.19,https://en.wikipedia.org/wiki/Kerosene ,http://aims.fao.org/aos/agrovoc/c_5557 ,density,807.5,-,energyContentLowerHeatingValue,43,https://www.engineeringtoolbox.com/,energyContentHigherHeatingValue,46.2,https://www.engineeringtoolbox.com/,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/3990b197-a303-4c36-ae1c-c2ddebaad744,sicCode,4669,complete,cpcVersion2Code,33341,complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,1.01,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,1.01,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,1.01,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
marineGasOil,marine Gas Oil,Marine gas oil,kg,MGO; MGF; Marine gas fuel; Marine gasoil,"A type of marine fuel that consists solely of distillates, roughly equivalent to no. 2 fuel oil.",-,2710.19,https://en.wikipedia.org/wiki/Fuel_oil,-,density,860,-,energyContentLowerHeatingValue,44,https://www.engineeringtoolbox.com/,energyContentHigherHeatingValue,45.3,https://www.engineeringtoolbox.com/,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/b80eb2d5-1256-41bb-a61d-83252d0dfd4d,sicCode,,missing,cpcVersion2Code,,missing,ecoinventMapping,"diesel, low-sulfur, market for diesel, low-sulfur: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,3.17,-,requires validation,n2oToAirFuelCombustionEmepEea2019,0.00014,-,requires validation,noxToAirFuelCombustionEmepEea2019,0.03263,-,requires validation,so2ToAirFuelCombustionEmepEea2019,0.001,,requires validation,oilEqHierarchistFossilResourceScarcityReCiPe2016,0.99,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0.99,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0.99,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
marineDieselOil,marine Diesel Oil,Marine diesel oil,kg,Marine diesel fuel; MDO; Distillate Marine Diesel; MDF,"A blend of gasoil and heavy fuel oil widely used by medium/high speed marine diesel engines and roughly equivalent to no. 3 fuel oil. It has a lower sulfur content than regular diesel fuel, making it less harmful to the environment and marine life.",-,2710.19,https://en.wikipedia.org/wiki/Marine_diesel_oil,-,density,890,-,energyContentLowerHeatingValue,42,https://www.engineeringtoolbox.com/,energyContentHigherHeatingValue,48,https://www.engineeringtoolbox.com/,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/b80eb2d5-1256-41bb-a61d-83252d0dfd4d,sicCode,,missing,cpcVersion2Code,,missing,ecoinventMapping,"diesel, low-sulfur, market for diesel, low-sulfur: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,3.17,-,requires validation,n2oToAirFuelCombustionEmepEea2019,0.00014,-,requires validation,noxToAirFuelCombustionEmepEea2019,0.03263,-,requires validation,so2ToAirFuelCombustionEmepEea2019,0.001,,requires validation,oilEqHierarchistFossilResourceScarcityReCiPe2016,1.05,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,1.05,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,1.05,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
diesel,diesel,Diesel,kg,Red diesel; diesel; gas oil; diesel oil; gasoil,-,-,2710.19,https://en.wikipedia.org/wiki/Diesel_fuel,http://aims.fao.org/aos/agrovoc/c_34813 ,density,862.5,-,energyContentLowerHeatingValue,42.8,Ecoinvent v2.0 2007,energyContentHigherHeatingValue,45.4,Ecoinvent v2.0 2007,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/b80eb2d5-1256-41bb-a61d-83252d0dfd4d,sicCode,4671,complete,cpcVersion2Code,33360,complete,ecoinventMapping,"diesel, low-sulfur, market for diesel, low-sulfur: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,3.17,-,requires validation,n2oToAirFuelCombustionEmepEea2019,0.00014,-,requires validation,noxToAirFuelCombustionEmepEea2019,0.03263,-,requires validation,so2ToAirFuelCombustionEmepEea2019,0.001,,requires validation,oilEqHierarchistFossilResourceScarcityReCiPe2016,0.99,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,1,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,1,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
diesel1D,diesel 1D,Diesel 1D,kg,-,-,-,-,-,-,density,875,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/b80eb2d5-1256-41bb-a61d-83252d0dfd4d,sicCode,,missing,cpcVersion2Code,,missing,ecoinventMapping,"diesel, low-sulfur, market for diesel, low-sulfur: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,3.17,-,requires validation,n2oToAirFuelCombustionEmepEea2019,0.00014,-,requires validation,noxToAirFuelCombustionEmepEea2019,0.03263,-,requires validation,so2ToAirFuelCombustionEmepEea2019,0.001,,requires validation,oilEqHierarchistFossilResourceScarcityReCiPe2016,-,not required,oilEqIndividualistFossilResourceScarcityReCiPe2016,-,not required,oilEqEgalitarianFossilResourceScarcityReCiPe2016,-,not required,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
diesel2D,diesel 2D,Diesel 2D,kg,-,-,-,-,-,-,density,849,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/b80eb2d5-1256-41bb-a61d-83252d0dfd4d,sicCode,,missing,cpcVersion2Code,,missing,ecoinventMapping,"diesel, low-sulfur, market for diesel, low-sulfur: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,3.17,-,requires validation,n2oToAirFuelCombustionEmepEea2019,0.00014,-,requires validation,noxToAirFuelCombustionEmepEea2019,0.03263,-,requires validation,so2ToAirFuelCombustionEmepEea2019,0.001,,requires validation,oilEqHierarchistFossilResourceScarcityReCiPe2016,-,not required,oilEqIndividualistFossilResourceScarcityReCiPe2016,-,not required,oilEqEgalitarianFossilResourceScarcityReCiPe2016,-,not required,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
diesel4D,diesel 4D,Diesel 4D,kg,-,-,-,-,-,-,density,959,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/b80eb2d5-1256-41bb-a61d-83252d0dfd4d,sicCode,,missing,cpcVersion2Code,,missing,ecoinventMapping,"diesel, low-sulfur, market for diesel, low-sulfur: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,3.17,-,requires validation,n2oToAirFuelCombustionEmepEea2019,0.00014,-,requires validation,noxToAirFuelCombustionEmepEea2019,0.03263,-,requires validation,so2ToAirFuelCombustionEmepEea2019,0.001,,requires validation,oilEqHierarchistFossilResourceScarcityReCiPe2016,-,not required,oilEqIndividualistFossilResourceScarcityReCiPe2016,-,not required,oilEqEgalitarianFossilResourceScarcityReCiPe2016,-,not required,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
en590Diesel,en 590 Diesel,EN 590 Diesel,kg,European diesel (from 2005),-,-,-,https://en.wikipedia.org/wiki/EN_590,-,density,832.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/b80eb2d5-1256-41bb-a61d-83252d0dfd4d,sicCode,,missing,cpcVersion2Code,,missing,ecoinventMapping,"diesel, low-sulfur, market for diesel, low-sulfur: 1",requires validation,co2ToAirFuelCombustionEmepEea2019,3.17,-,requires validation,n2oToAirFuelCombustionEmepEea2019,0.00014,-,requires validation,noxToAirFuelCombustionEmepEea2019,0.03263,-,requires validation,so2ToAirFuelCombustionEmepEea2019,0.001,,requires validation,oilEqHierarchistFossilResourceScarcityReCiPe2016,-,not required,oilEqIndividualistFossilResourceScarcityReCiPe2016,-,not required,oilEqEgalitarianFossilResourceScarcityReCiPe2016,-,not required,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
heavyGasOil,heavy Gas Oil,Heavy gas oil,kg,Heavy fuel oil,-,-,2710.19,https://en.wikipedia.org/wiki/Heavy_fuel_oil,-,density,905,-,energyContentLowerHeatingValue,39,https://www.engineeringtoolbox.com/,energyContentHigherHeatingValue,41.8,https://www.engineeringtoolbox.com/,-,-,-,-,-,-,-,-,https://glossary.ecoinvent.org/ids/ecec59b7-367f-421e-8258-c809111a9923,sicCode,4672,complete,cpcVersion2Code,33360,complete,ecoinventMapping,,missing,co2ToAirFuelCombustionEmepEea2019,,-,missing,n2oToAirFuelCombustionEmepEea2019,,-,missing,noxToAirFuelCombustionEmepEea2019,,-,missing,so2ToAirFuelCombustionEmepEea2019,,,missing,oilEqHierarchistFossilResourceScarcityReCiPe2016,0.91,complete,oilEqIndividualistFossilResourceScarcityReCiPe2016,0.91,complete,oilEqEgalitarianFossilResourceScarcityReCiPe2016,0.91,complete,usd2013HierarchistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013IndividualistDamageToResourceAvailabilityReCiPe2016,-,not required,usd2013EgalitarianDamageToResourceAvailabilityReCiPe2016,-,not required,sensitivityAlternativeTerms,petrol;diesel;biodiesel,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,abioticResourceDepletionFossilFuelsCml2001Baseline,TRUE,complete
